"subject" "activity" "variable" "value"
"12" "STANDING" "tBodyGyroJerkMag.std.." -0.961923171967213
"12" "WALKING" "tBodyGyroJerkMag.std.." -0.5488904506
"12" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.452449935
"12" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.713406712307692
"13" "LAYING" "tBodyGyroJerkMag.std.." -0.975113305645161
"13" "SITTING" "tBodyGyroJerkMag.std.." -0.991414934897959
"13" "STANDING" "tBodyGyroJerkMag.std.." -0.976197659649123
"13" "WALKING" "tBodyGyroJerkMag.std.." -0.322118379807018
"13" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.27649151037234
"13" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.669216383090909
"14" "LAYING" "tBodyGyroJerkMag.std.." -0.964009921960784
"14" "SITTING" "tBodyGyroJerkMag.std.." -0.986963989814815
"14" "STANDING" "tBodyGyroJerkMag.std.." -0.966834217
"14" "WALKING" "tBodyGyroJerkMag.std.." -0.606103313898305
"14" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.274744003577778
"14" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.485819293703704
"15" "LAYING" "tBodyGyroJerkMag.std.." -0.973650041666667
"15" "SITTING" "tBodyGyroJerkMag.std.." -0.989720049491525
"15" "STANDING" "tBodyGyroJerkMag.std.." -0.98143282754717
"15" "WALKING" "tBodyGyroJerkMag.std.." -0.63778595537037
"15" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.563640131190476
"15" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.748954848541667
"16" "LAYING" "tBodyGyroJerkMag.std.." -0.988212425428571
"16" "SITTING" "tBodyGyroJerkMag.std.." -0.988261252608696
"16" "STANDING" "tBodyGyroJerkMag.std.." -0.990809427435897
"16" "WALKING" "tBodyGyroJerkMag.std.." -0.722808438431373
"16" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.595822214468085
"16" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.797293228431373
"17" "LAYING" "tBodyGyroJerkMag.std.." -0.982038121126761
"17" "SITTING" "tBodyGyroJerkMag.std.." -0.994446755625
"17" "STANDING" "tBodyGyroJerkMag.std.." -0.992372117307692
"17" "WALKING" "tBodyGyroJerkMag.std.." -0.53970849147541
"17" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.592319490869565
"17" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.68231162875
"18" "LAYING" "tBodyGyroJerkMag.std.." -0.992153054
"18" "SITTING" "tBodyGyroJerkMag.std.." -0.994868913508772
"18" "STANDING" "tBodyGyroJerkMag.std.." -0.988519665753425
"18" "WALKING" "tBodyGyroJerkMag.std.." -0.726591779107143
"18" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.744159518909091
"18" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.835525127931035
"19" "LAYING" "tBodyGyroJerkMag.std.." -0.980245510843374
"19" "SITTING" "tBodyGyroJerkMag.std.." -0.985831284657534
"19" "STANDING" "tBodyGyroJerkMag.std.." -0.983069427945205
"19" "WALKING" "tBodyGyroJerkMag.std.." -0.271487480103846
"19" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.0438985022538462
"19" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.50740029025
"20" "LAYING" "tBodyGyroJerkMag.std.." -0.981079301617647
"20" "SITTING" "tBodyGyroJerkMag.std.." -0.97507615
"20" "STANDING" "tBodyGyroJerkMag.std.." -0.926328788356164
"20" "WALKING" "tBodyGyroJerkMag.std.." -0.149864146847059
"20" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.275591880382222
"20" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.455396068627451
"21" "LAYING" "tBodyGyroJerkMag.std.." -0.982246471555556
"21" "SITTING" "tBodyGyroJerkMag.std.." -0.990302232705882
"21" "STANDING" "tBodyGyroJerkMag.std.." -0.976153687752809
"21" "WALKING" "tBodyGyroJerkMag.std.." -0.450369988846154
"21" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.509130858444444
"21" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.647723419148936
"22" "LAYING" "tBodyGyroJerkMag.std.." -0.974201690972222
"22" "SITTING" "tBodyGyroJerkMag.std.." -0.976503766290323
"22" "STANDING" "tBodyGyroJerkMag.std.." -0.966086148412698
"22" "WALKING" "tBodyGyroJerkMag.std.." -0.503106312391304
"22" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.617659355833333
"22" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.675633024285714
"23" "LAYING" "tBodyGyroJerkMag.std.." -0.981314831666667
"23" "SITTING" "tBodyGyroJerkMag.std.." -0.979226997941177
"23" "STANDING" "tBodyGyroJerkMag.std.." -0.972387365294118
"23" "WALKING" "tBodyGyroJerkMag.std.." 0.250173204117966
"23" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." 0.0594908483888889
"23" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.551275188627451
"24" "LAYING" "tBodyGyroJerkMag.std.." -0.978659102222222
"24" "SITTING" "tBodyGyroJerkMag.std.." -0.990724530735294
"24" "STANDING" "tBodyGyroJerkMag.std.." -0.979995718695652
"24" "WALKING" "tBodyGyroJerkMag.std.." -0.556022765862069
"24" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.459159852363636
"24" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.638180352881356
"25" "LAYING" "tBodyGyroJerkMag.std.." -0.96830952260274
"25" "SITTING" "tBodyGyroJerkMag.std.." -0.991766403076923
"25" "STANDING" "tBodyGyroJerkMag.std.." -0.983230809594595
"25" "WALKING" "tBodyGyroJerkMag.std.." -0.757032544864865
"25" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.67960595137931
"25" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.824883302769231
"26" "LAYING" "tBodyGyroJerkMag.std.." -0.989917354473684
"26" "SITTING" "tBodyGyroJerkMag.std.." -0.994033207051282
"26" "STANDING" "tBodyGyroJerkMag.std.." -0.984253792432432
"26" "WALKING" "tBodyGyroJerkMag.std.." -0.603468672372881
"26" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.463140795
"26" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.661829656545455
"27" "LAYING" "tBodyGyroJerkMag.std.." -0.993484313243243
"27" "SITTING" "tBodyGyroJerkMag.std.." -0.992112829571429
"27" "STANDING" "tBodyGyroJerkMag.std.." -0.988819784
"27" "WALKING" "tBodyGyroJerkMag.std.." -0.618718628596491
"27" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.465807533547727
"27" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.724671165490196
"28" "LAYING" "tBodyGyroJerkMag.std.." -0.96977327725
"28" "SITTING" "tBodyGyroJerkMag.std.." -0.978441918333333
"28" "STANDING" "tBodyGyroJerkMag.std.." -0.956266480126582
"28" "WALKING" "tBodyGyroJerkMag.std.." -0.579861194259259
"28" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.407132335434783
"28" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.670132120784314
"29" "LAYING" "tBodyGyroJerkMag.std.." -0.997666071594203
"29" "SITTING" "tBodyGyroJerkMag.std.." -0.994905344
"29" "STANDING" "tBodyGyroJerkMag.std.." -0.991453632153846
"29" "WALKING" "tBodyGyroJerkMag.std.." -0.612222937169811
"29" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.59705704875
"29" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.712846318367347
"30" "LAYING" "tBodyGyroJerkMag.std.." -0.976177142571429
"30" "SITTING" "tBodyGyroJerkMag.std.." -0.991280225
"30" "STANDING" "tBodyGyroJerkMag.std.." -0.955995671864407
"30" "WALKING" "tBodyGyroJerkMag.std.." -0.546977272307692
"30" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.617662073548387
"30" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.774439096769231
"1" "LAYING" "fBodyAccMag.mean.." -0.8617676481
"1" "SITTING" "fBodyAccMag.mean.." -0.947782922553192
"1" "STANDING" "fBodyAccMag.mean.." -0.985356361132075
"1" "WALKING" "fBodyAccMag.mean.." -0.128623450629474
"1" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.0965845343040816
"1" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.352395944716981
"2" "LAYING" "fBodyAccMag.mean.." -0.975110196458333
"2" "SITTING" "fBodyAccMag.mean.." -0.96127374826087
"2" "STANDING" "fBodyAccMag.mean.." -0.964052166481482
"2" "WALKING" "fBodyAccMag.mean.." -0.324289427932203
"2" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.293424826591489
"2" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.14531853915625
"3" "LAYING" "fBodyAccMag.mean.." -0.96552427516129
"3" "SITTING" "fBodyAccMag.mean.." -0.904185725576923
"3" "STANDING" "fBodyAccMag.mean.." -0.926968932295082
"3" "WALKING" "fBodyAccMag.mean.." -0.290031535172414
"3" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.0289413195612245
"3" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.315866079491525
"4" "LAYING" "fBodyAccMag.mean.." -0.939389701296296
"4" "SITTING" "fBodyAccMag.mean.." -0.929002095
"4" "STANDING" "fBodyAccMag.mean.." -0.917614014821429
"4" "WALKING" "fBodyAccMag.mean.." -0.450804558333333
"4" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.01907433524
"4" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.276825498230769
"5" "LAYING" "fBodyAccMag.mean.." -0.962234984038462
"5" "SITTING" "fBodyAccMag.mean.." -0.936290604545455
"5" "STANDING" "fBodyAccMag.mean.." -0.9046413925
"5" "WALKING" "fBodyAccMag.mean.." -0.304992488892857
"5" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.155742168808511
"5" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.169261525
"6" "LAYING" "fBodyAccMag.mean.." -0.91235165222807
"6" "SITTING" "fBodyAccMag.mean.." -0.935750391272727
"6" "STANDING" "fBodyAccMag.mean.." -0.945949804035088
"6" "WALKING" "fBodyAccMag.mean.." -0.201386607649123
"6" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.395958034583333
"6" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.0819479396203922
"7" "LAYING" "fBodyAccMag.mean.." -0.927976880634615
"7" "SITTING" "fBodyAccMag.mean.." -0.90895677625
"7" "STANDING" "fBodyAccMag.mean.." -0.945611450377358
"7" "WALKING" "fBodyAccMag.mean.." -0.151243649578947
"7" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.218911066191489
"7" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.378618761568627
"8" "LAYING" "fBodyAccMag.mean.." -0.932279645518518
"8" "SITTING" "fBodyAccMag.mean.." -0.947981783478261
"8" "STANDING" "fBodyAccMag.mean.." -0.953746070740741
"8" "WALKING" "fBodyAccMag.mean.." -0.09521728274375
"8" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.301626757315789
"8" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.13026451905122
"9" "LAYING" "fBodyAccMag.mean.." -0.9266042952
"9" "SITTING" "fBodyAccMag.mean.." -0.8977181972
"9" "STANDING" "fBodyAccMag.mean.." -0.946330171777778
"9" "WALKING" "fBodyAccMag.mean.." -0.318801022711538
"9" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.222203941
"9" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.372890348979592
"10" "LAYING" "fBodyAccMag.mean.." -0.950848109137931
"10" "SITTING" "fBodyAccMag.mean.." -0.955281010740741
"10" "STANDING" "fBodyAccMag.mean.." -0.9401101675
"10" "WALKING" "fBodyAccMag.mean.." -0.0930237422792453
"10" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.220115703368421
"10" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.166866721574468
"11" "LAYING" "fBodyAccMag.mean.." -0.973994004561404
"11" "SITTING" "fBodyAccMag.mean.." -0.953066009056604
"11" "STANDING" "fBodyAccMag.mean.." -0.982255413617021
"11" "WALKING" "fBodyAccMag.mean.." -0.458514062542373
"11" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.0902807576630435
"11" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.336061027407407
"12" "LAYING" "fBodyAccMag.mean.." -0.9438674399
"12" "SITTING" "fBodyAccMag.mean.." -0.955944253137255
"12" "STANDING" "fBodyAccMag.mean.." -0.945217802786885
"12" "WALKING" "fBodyAccMag.mean.." -0.153116002784
"12" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.148017269434783
"12" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.290005418653846
"13" "LAYING" "fBodyAccMag.mean.." -0.959535493548387
"13" "SITTING" "fBodyAccMag.mean.." -0.956901559653061
"13" "STANDING" "fBodyAccMag.mean.." -0.972393559473684
"13" "WALKING" "fBodyAccMag.mean.." -0.23460086645614
"13" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.0528791880659574
"13" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.367522800909091
"14" "LAYING" "fBodyAccMag.mean.." -0.899463668843137
"14" "SITTING" "fBodyAccMag.mean.." -0.940589853333333
"14" "STANDING" "fBodyAccMag.mean.." -0.949715059833333
"14" "WALKING" "fBodyAccMag.mean.." -0.373516771016949
"14" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.471905155133333
"14" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.0759851813333333
"15" "LAYING" "fBodyAccMag.mean.." -0.956001034027778
"15" "SITTING" "fBodyAccMag.mean.." -0.949752001322034
"15" "STANDING" "fBodyAccMag.mean.." -0.960337344339623
"15" "WALKING" "fBodyAccMag.mean.." -0.275156242062037
"15" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.331150229285714
"15" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.165242147958333
"16" "LAYING" "fBodyAccMag.mean.." -0.968020521285714
"16" "SITTING" "fBodyAccMag.mean.." -0.958335480724638
"16" "STANDING" "fBodyAccMag.mean.." -0.971082558076923
"16" "WALKING" "fBodyAccMag.mean.." -0.410463241960784
"16" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.114032088546809
"16" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.370649738235294
"17" "LAYING" "fBodyAccMag.mean.." -0.961046326338028
"17" "SITTING" "fBodyAccMag.mean.." -0.973626755
"17" "STANDING" "fBodyAccMag.mean.." -0.980967748205128
"17" "WALKING" "fBodyAccMag.mean.." -0.429380043442623
"17" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.0580680522108696
"17" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.150305643291667
"18" "LAYING" "fBodyAccMag.mean.." -0.986788412
"18" "SITTING" "fBodyAccMag.mean.." -0.984781467192982
"18" "STANDING" "fBodyAccMag.mean.." -0.976797646027397
"18" "WALKING" "fBodyAccMag.mean.." -0.424386734107143
"18" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.241973534781818
"18" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.436561064482759
"19" "LAYING" "fBodyAccMag.mean.." -0.971957401325301
"19" "SITTING" "fBodyAccMag.mean.." -0.962632577945206
"19" "STANDING" "fBodyAccMag.mean.." -0.968910788767123
"19" "WALKING" "fBodyAccMag.mean.." 0.0322272296217308
"19" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.586637550769231
"19" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.07962876322
"20" "LAYING" "fBodyAccMag.mean.." -0.952827071323529
"20" "SITTING" "fBodyAccMag.mean.." -0.946913451666667
"20" "STANDING" "fBodyAccMag.mean.." -0.921225595205479
"20" "WALKING" "fBodyAccMag.mean.." -0.00353341793921569
"20" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.151887747217778
"20" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.205009295196078
"21" "LAYING" "fBodyAccMag.mean.." -0.953769071222222
"21" "SITTING" "fBodyAccMag.mean.." -0.974829227058824
"21" "STANDING" "fBodyAccMag.mean.." -0.962291334157303
"21" "WALKING" "fBodyAccMag.mean.." -0.251266388923077
"21" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.239895893822222
"21" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.257894449148936
"22" "LAYING" "fBodyAccMag.mean.." -0.929818990972222
"22" "SITTING" "fBodyAccMag.mean.." -0.943078237096774
"22" "STANDING" "fBodyAccMag.mean.." -0.949044483015873
"22" "WALKING" "fBodyAccMag.mean.." -0.0241584964891304
"22" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.155526858911111
"22" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.0866905123880952
"23" "LAYING" "fBodyAccMag.mean.." -0.967747053194444
"23" "SITTING" "fBodyAccMag.mean.." -0.945837830147059
"23" "STANDING" "fBodyAccMag.mean.." -0.957986177058823
"23" "WALKING" "fBodyAccMag.mean.." -0.0942606311677966
"23" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.364829993351852
"23" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.231382662235294
"24" "LAYING" "fBodyAccMag.mean.." -0.973171068055556
"24" "SITTING" "fBodyAccMag.mean.." -0.968905031470588
"24" "STANDING" "fBodyAccMag.mean.." -0.960066088115942
"24" "WALKING" "fBodyAccMag.mean.." -0.434618912068966
"24" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.0231701626603636
"24" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.322300989322034
"25" "LAYING" "fBodyAccMag.mean.." -0.774481943616438
"25" "SITTING" "fBodyAccMag.mean.." -0.967017992615385
"25" "STANDING" "fBodyAccMag.mean.." -0.972355393243243
"25" "WALKING" "fBodyAccMag.mean.." -0.566060023108108
"25" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." -0.288154787517241
"25" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.527907561538462
"26" "LAYING" "fBodyAccMag.mean.." -0.969269114078947
"26" "SITTING" "fBodyAccMag.mean.." -0.952411043717949
"26" "STANDING" "fBodyAccMag.mean.." -0.970605250405405
"26" "WALKING" "fBodyAccMag.mean.." -0.379836742711864
"26" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.075101684668
"26" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.167566383372727
"27" "LAYING" "fBodyAccMag.mean.." -0.981389017702703
"27" "SITTING" "fBodyAccMag.mean.." -0.974766466714286
"27" "STANDING" "fBodyAccMag.mean.." -0.973186182375
"27" "WALKING" "fBodyAccMag.mean.." -0.327229405789474
"27" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.149816459227273
"27" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.393928937058824
"28" "LAYING" "fBodyAccMag.mean.." -0.961035587625
"28" "SITTING" "fBodyAccMag.mean.." -0.953928124027778
"28" "STANDING" "fBodyAccMag.mean.." -0.929146479367089
"28" "WALKING" "fBodyAccMag.mean.." -0.352156841666667
"28" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.188840007695652
"28" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.213519364760784
"29" "LAYING" "fBodyAccMag.mean.." -0.986800645362319
"29" "SITTING" "fBodyAccMag.mean.." -0.973346531833333
"29" "STANDING" "fBodyAccMag.mean.." -0.984548094769231
"29" "WALKING" "fBodyAccMag.mean.." -0.235683305566038
"29" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.115973968158333
"29" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.108306402963265
"30" "LAYING" "fBodyAccMag.mean.." -0.962840820428571
"30" "SITTING" "fBodyAccMag.mean.." -0.959923388064516
"30" "STANDING" "fBodyAccMag.mean.." -0.932047450677966
"30" "WALKING" "fBodyAccMag.mean.." -0.342363772923077
"30" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.00410151034354839
"30" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.400588353846154
"1" "LAYING" "fBodyAccMag.std.." -0.7983009404
"1" "SITTING" "fBodyAccMag.std.." -0.928444801702128
"1" "STANDING" "fBodyAccMag.std.." -0.982313804716981
"1" "WALKING" "fBodyAccMag.std.." -0.398032586842105
"1" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.186530301073469
"1" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.416260101509434
"2" "LAYING" "fBodyAccMag.std.." -0.975121387916667
"2" "SITTING" "fBodyAccMag.std.." -0.955575602173913
"2" "STANDING" "fBodyAccMag.std.." -0.960519381481482
"2" "WALKING" "fBodyAccMag.std.." -0.577105211694915
"2" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.0214787881723404
"2" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.36672824375
"3" "LAYING" "fBodyAccMag.std.." -0.968350217419355
"3" "SITTING" "fBodyAccMag.std.." -0.874626592115385
"3" "STANDING" "fBodyAccMag.std.." -0.921836076557377
"3" "WALKING" "fBodyAccMag.std.." -0.456373080862069
"3" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.233849422120408
"3" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.447994369152542
"4" "LAYING" "fBodyAccMag.std.." -0.937187975962963
"4" "SITTING" "fBodyAccMag.std.." -0.9198157096
"4" "STANDING" "fBodyAccMag.std.." -0.895340042142857
"4" "WALKING" "fBodyAccMag.std.." -0.651172628166667
"4" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.263644030288889
"4" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.301005898461538
"5" "LAYING" "fBodyAccMag.std.." -0.962525369423077
"5" "SITTING" "fBodyAccMag.std.." -0.925669291136364
"5" "STANDING" "fBodyAccMag.std.." -0.886745170714286
"5" "WALKING" "fBodyAccMag.std.." -0.519636926071429
"5" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.0428533623276596
"5" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.254091927148936
"6" "LAYING" "fBodyAccMag.std.." -0.905373979824561
"6" "SITTING" "fBodyAccMag.std.." -0.939547202909091
"6" "STANDING" "fBodyAccMag.std.." -0.94456410754386
"6" "WALKING" "fBodyAccMag.std.." -0.421683093508772
"6" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.1446227570625
"6" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.222161433666667
"7" "LAYING" "fBodyAccMag.std.." -0.910542462919231
"7" "SITTING" "fBodyAccMag.std.." -0.88691563825
"7" "STANDING" "fBodyAccMag.std.." -0.93728796509434
"7" "WALKING" "fBodyAccMag.std.." -0.351706780526316
"7" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.0214440976893617
"7" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.415307106666667
"8" "LAYING" "fBodyAccMag.std.." -0.917257979425926
"8" "SITTING" "fBodyAccMag.std.." -0.93172124
"8" "STANDING" "fBodyAccMag.std.." -0.938628186322222
"8" "WALKING" "fBodyAccMag.std.." -0.360818978541667
"8" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.156141093578947
"8" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.409282851707317
"9" "LAYING" "fBodyAccMag.std.." -0.921929738394
"9" "SITTING" "fBodyAccMag.std.." -0.8691725114
"9" "STANDING" "fBodyAccMag.std.." -0.940265546444444
"9" "WALKING" "fBodyAccMag.std.." -0.513891953269231
"9" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.0888671674047619
"9" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.509929461428571
"10" "LAYING" "fBodyAccMag.std.." -0.944304974655172
"10" "SITTING" "fBodyAccMag.std.." -0.941511952777778
"10" "STANDING" "fBodyAccMag.std.." -0.945048242954545
"10" "WALKING" "fBodyAccMag.std.." -0.370471943962264
"10" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.0616742840815789
"10" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.361437534680851
"11" "LAYING" "fBodyAccMag.std.." -0.976037695614035
"11" "SITTING" "fBodyAccMag.std.." -0.948521986037736
"11" "STANDING" "fBodyAccMag.std.." -0.981503969574468
"11" "WALKING" "fBodyAccMag.std.." -0.584455992033898
"11" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.137123060369565
"11" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.376027878888889
"12" "LAYING" "fBodyAccMag.std.." -0.942133255166667
"12" "SITTING" "fBodyAccMag.std.." -0.950647188823529
"12" "STANDING" "fBodyAccMag.std.." -0.939741929016393
"12" "WALKING" "fBodyAccMag.std.." -0.4088962994
"12" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.105124972078261
"12" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.395285130961538
"13" "LAYING" "fBodyAccMag.std.." -0.949431319193548
"13" "SITTING" "fBodyAccMag.std.." -0.938529931020408
"13" "STANDING" "fBodyAccMag.std.." -0.970445378947368
"13" "WALKING" "fBodyAccMag.std.." -0.438388953157895
"13" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.210912766382979
"13" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.409065516363636
"14" "LAYING" "fBodyAccMag.std.." -0.859606047058823
"14" "SITTING" "fBodyAccMag.std.." -0.929193937222222
"14" "STANDING" "fBodyAccMag.std.." -0.939799869833333
"14" "WALKING" "fBodyAccMag.std.." -0.457490009491525
"14" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.178684580868889
"14" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.143253889222222
"15" "LAYING" "fBodyAccMag.std.." -0.94550856
"15" "SITTING" "fBodyAccMag.std.." -0.941195938135593
"15" "STANDING" "fBodyAccMag.std.." -0.950204045849057
"15" "WALKING" "fBodyAccMag.std.." -0.458344792407407
"15" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." 0.153124178119048
"15" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.255659340833333
"16" "LAYING" "fBodyAccMag.std.." -0.958111895857143
"16" "SITTING" "fBodyAccMag.std.." -0.942588250115942
"16" "STANDING" "fBodyAccMag.std.." -0.957173571923077
"16" "WALKING" "fBodyAccMag.std.." -0.592150985098039
"16" "WALKING_DOWNSTAIRS" "fBodyAccMag.std.." -0.0534137179170213
"16" "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.418924256078431
"17" "LAYING" "fBodyAccMag.std.." -0.949042531690141
